category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO.0010951	4	4	4932	YHR138C,YLR178C,YMR174C,YNL015W	YHR138C,TFS1,PAI3,PBI2	4.3e-4	0.0181	negative regulation of endopeptidase activity
Process	GO.0046496	12	67	4932	YBR117C,YCL040W,YFR053C,YGR043C,YGR248W,YGR254W,YGR256W,YIL155C,YJL052W,YKL151C,YNL200C,YOR374W	TKL2,GLK1,HXK1,NQM1,SOL4,ENO1,GND2,GUT2,TDH1,NNR2,NNR1,ALD4	6.7e-4	0.022	nicotinamide nucleotide metabolic process
Process	GO.0005996	9	39	4932	YCL040W,YFR053C,YGL156W,YGR254W,YHR043C,YJL052W,YJR096W,YMR105C,YOR120W	GLK1,HXK1,AMS1,ENO1,DOG2,TDH1,YJR096W,PGM2,GCY1	6.8e-4	0.022	monosaccharide metabolic process
Process	GO.0070413	4	5	4932	YBR126C,YDR074W,YLL026W,YML100W	TPS1,TPS2,HSP104,TSL1	7.4e-4	0.0231	trehalose metabolism in response to stress
Process	GO.0051186	23	199	4932	YBL015W,YBR117C,YBR213W,YCL040W,YDR204W,YDR513W,YFR053C,YGL037C,YGR043C,YGR088W,YGR248W,YGR254W,YGR256W,YIL155C,YIR038C,YJL052W,YKL151C,YML004C,YMR169C,YMR170C,YNL200C,YOL055C,YOR374W	ACH1,TKL2,MET8,GLK1,COQ4,GRX2,HXK1,PNC1,NQM1,CTT1,SOL4,ENO1,GND2,GUT2,GTT1,TDH1,NNR2,GLO1,ALD3,ALD2,NNR1,THI20,ALD4	9.6e-4	0.0294	cofactor metabolic process
Process	GO.0044282	14	92	4932	YDR533C,YGR019W,YIL155C,YIL160C,YJR096W,YML004C,YML070W,YMR105C,YMR250W,YNL202W,YNL274C,YOL055C,YOR120W,YPR127W	HSP31,UGA1,GUT2,POT1,YJR096W,GLO1,DAK1,PGM2,GAD1,SPS19,GOR1,THI20,GCY1,YPR127W	0.001	0.0306	small molecule catabolic process
Process	GO.0051346	6	19	4932	YDL130W-A,YDL181W,YHR138C,YLR178C,YMR174C,YNL015W	STF1,INH1,YHR138C,TFS1,PAI3,PBI2	0.0014	0.0398	negative regulation of hydrolase activity
Process	GO.0006950	38	415	4932	YAL053W,YBL064C,YBL078C,YBR072W,YBR126C,YBR278W,YCL035C,YDL010W,YDL116W,YDL124W,YDL204W,YDR001C,YDR049W,YDR074W,YDR227W,YDR258C,YDR453C,YDR513W,YDR533C,YEL060C,YER062C,YER103W,YFL014W,YGR008C,YGR043C,YGR088W,YHR008C,YJL083W,YJR082C,YJR096W,YKL150W,YLL026W,YML100W,YMR250W,YNL259C,YOR120W,YOR173W,YPR026W	FLC2,PRX1,ATG8,HSP26,TPS1,DPB3,GRX1,GRX6,NUP84,YDL124W,RTN2,NTH1,VMS1,TPS2,SIR4,HSP78,TSA2,GRX2,HSP31,PRB1,GPP2,SSA4,HSP12,STF2,NQM1,CTT1,SOD2,TAX4,EAF6,YJR096W,MCR1,HSP104,TSL1,GAD1,ATX1,GCY1,DCS2,ATH1	0.0014	0.0398	response to stress
Process	GO.0006081	8	35	4932	YBR117C,YDR533C,YGR043C,YGR248W,YGR256W,YML004C,YMR170C,YNL274C	TKL2,HSP31,NQM1,SOL4,GND2,GLO1,ALD2,GOR1	0.0014	0.0398	cellular aldehyde metabolic process
Process	GO.0055086	25	235	4932	YBL015W,YBR117C,YCL040W,YDR441C,YEL021W,YFR033C,YFR053C,YGL037C,YGR043C,YGR248W,YGR254W,YGR256W,YIL155C,YIR029W,YJL052W,YKL035W,YKL151C,YLR038C,YMR105C,YNL052W,YNL200C,YOL071W,YOR020W-A,YOR374W,YPR191W	ACH1,TKL2,GLK1,APT2,URA3,QCR6,HXK1,PNC1,NQM1,SOL4,ENO1,GND2,GUT2,DAL2,TDH1,UGP1,NNR2,COX12,PGM2,COX5A,NNR1,SDH5,YOR020W-A,ALD4,QCR2	0.0017	0.0448	nucleobase-containing small molecule metabolic process
Process	GO.0006732	18	145	4932	YBL015W,YBR117C,YCL040W,YDR204W,YFR053C,YGL037C,YGR043C,YGR248W,YGR254W,YGR256W,YIL155C,YJL052W,YKL151C,YMR169C,YMR170C,YNL200C,YOL055C,YOR374W	ACH1,TKL2,GLK1,COQ4,HXK1,PNC1,NQM1,SOL4,ENO1,GND2,GUT2,TDH1,NNR2,ALD3,ALD2,NNR1,THI20,ALD4	0.0017	0.0448	coenzyme metabolic process
RCTM	SCE-1430728	31	270	4932	YBR026C,YBR117C,YDR441C,YEL011W,YEL021W,YER081W,YFL030W,YFR015C,YFR053C,YGL156W,YGR043C,YGR248W,YGR254W,YGR256W,YHL021C,YIL155C,YIL160C,YJL052W,YJL153C,YKL035W,YKL151C,YML054C,YML070W,YMR105C,YMR170C,YNL200C,YNL202W,YNL274C,YNR019W,YPR160W,YPR184W	ETR1,TKL2,APT2,GLC3,URA3,SER3,AGX1,GSY1,HXK1,AMS1,NQM1,SOL4,ENO1,GND2,AIM17,GUT2,POT1,TDH1,INO1,UGP1,NNR2,CYB2,DAK1,PGM2,ALD2,NNR1,SPS19,GOR1,ARE2,GPH1,GDB1	1.2e-4	0.0017	Metabolism
